issue_date,pet_name,species,breed
2023-01-12,Chikoo,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2023-01-12,Marley,Dog,"Spaniel, Cavalier King Charles"
2023-01-12,Pearl,Dog,Retriever
2023-01-12,Rosie,Dog,"Terrier, Airedale"
2023-01-12,Gaby,Dog,"Terrier, American Pit Bull"
2023-01-12,Izzy,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2023-01-12,Daisy,Dog,"Terrier, Rat"
2023-01-12,Ruby,Dog,"Terrier, American Staffordshire"
2023-01-12,Bowie,Dog,"Retriever, Golden"
2023-01-12,Sadie,Dog,Xoloitzcuintli
2023-01-12,Bacon,Dog,"Schnauzer, Miniature"
2023-01-12,Elsa,Dog,"Retriever, Golden"
2023-01-12,Sasha,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2023-01-12,Lil,Dog,"Terrier, American Pit Bull"
2023-01-12,Marilyn,Dog,Newfoundland
2023-01-12,Callie,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2023-01-12,Holly,Dog,Alaskan Husky
2023-01-12,Cora,Dog,"Retriever, Labrador"
2023-01-12,Rainier,Dog,"Poodle, Standard"
2023-01-12,Abby,Dog,"Retriever, Labrador"
2023-01-12,Turca,Dog,Retriever
2023-01-12,Colby,Dog,"Welsh Corgi, Pembroke"
2023-01-12,Desna,Dog,Siberian Husky
2023-01-13,Scout,Dog,Terrier
2023-01-13,Rosie,Dog,Shetland Sheepdog
2023-01-13,Shadow,Dog,"Retriever, Labrador"
2023-01-13,Huxley,Dog,Shiba Inu
2023-01-13,Beatrice,Dog,"Chihuahua, Short Coat"
2023-01-14,Wrigley,Dog,Australian Shepherd
2023-01-14,Molly Moon,Dog,"Terrier, American Pit Bull"
2023-01-14,Bear,Dog,Terrier
2023-01-14,Riley,Dog,"Retriever, Golden"
2023-01-14,Olive,Dog,"Retriever, Labrador"
2023-01-14,Hubble,Dog,"Terrier, Staffordshire Bull"
2023-01-14,Ellie,Dog,Terrier
2023-01-14,Lulu,Dog,American Blue Heeler
2023-01-14,Georgia,Dog,"Terrier, American Pit Bull"
2023-01-14,Molly,Dog,"Terrier, Yorkshire"
2023-01-14,Lina,Dog,"Griffon, Wirehaired Pointing"
2023-01-14,Deià,Dog,"Poodle, Miniature"
2023-01-14,Pippin,Dog,"Australian Shepherd, Miniature"
2023-01-14,Maggie,Dog,German Shepherd
2023-01-14,Ruby,Dog,Australian Shepherd
2023-01-14,Mookie,Dog,Doberman Pinscher
2023-01-15,Fenway,Dog,"Retriever, Labrador"
2023-01-15,Sparks,Dog,Pug
2023-01-15,Verona,Dog,"Retriever, Golden"
2023-01-15,Scoby,Dog,Australian Shepherd
2023-01-15,Miss Poppy,Dog,"Retriever, Labrador"
2023-01-15,Denali,Dog,Siberian Husky
2023-01-15,Ming,Dog,Mix
2023-01-15,Jitterbug,Dog,"Poodle, Standard"
2023-01-15,Noola,Dog,Australian Cattle Dog
2023-01-16,Greta,Dog,Pointer
2023-01-16,Matilda,Dog,"Schnauzer, Standard"
2023-01-16,Hazel,Dog,Australian Shepherd
2023-01-16,Elvira,Dog,"Dachshund, Standard Long Haired"
2023-01-16,Kona,Dog,Siberian Husky
2023-01-16,Duska,Dog,Siberian Husky
2023-01-16,Gabby,Dog,Chinese Shar-Pei
2023-01-16,Splash,Dog,"Retriever, Labrador"
2023-01-16,Biscuit,Dog,"Welsh Corgi, Pembroke"
2023-01-16,Maisie,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2023-01-16,Lola,Dog,Border Collie
2023-01-16,Daisy,Dog,"Retriever, Golden"
2023-01-16,Ella,Dog,"Terrier, American Staffordshire"
2023-01-16,Mari,Dog,German Shepherd
2023-01-16,Poppy,Dog,"Retriever, Labrador"
2023-01-16,Olive,Dog,Australian Shepherd
2023-01-16,"Snickers (""Niki"")",Dog,"Retriever, Labrador"
2023-01-16,Pixie,Dog,German Shepherd
2023-01-16,Scout,Dog,Catahoula Leopard dog
2023-01-16,Nutmeg,Dog,"Retriever, Labrador"
2023-01-17,Lyla,Dog,"Australian Shepherd, Miniature"
2023-01-17,Coco,Dog,Border Collie
2023-01-17,Cassie,Dog,"Retriever, Golden"
2023-01-17,Pippi,Dog,"Poodle, Standard"
2023-01-17,Tessa,Dog,"Retriever, Golden"
2023-01-17,Rosie,Dog,Old English Sheepdog
2023-01-17,Emiko,Dog,Shiba Inu
2023-01-17,Delores,Dog,Terrier
2023-01-17,Sailor Blue,Dog,Australian Shepherd
2023-01-18,Layla Hawkins,Dog,"Bulldog, American"
2023-01-18,Dolce,Dog,Maltese
2023-01-18,Coco,Dog,Shih Tzu
2023-01-18,Hannah,Dog,"Retriever, Labrador"
2023-01-18,Buddy,Dog,Beagle
2023-01-18,Palmer,Dog,"Retriever, Golden"
2023-01-18,"Ladybird ""Birdie""",Dog,"Retriever, Golden"
2023-01-18,Blondie,Dog,"Retriever, Golden"
2023-01-18,Jane,Dog,Greyhound
2023-01-18,Chesa,Dog,"Retriever, Chesapeake Bay"
2023-01-18,Baylee,Dog,"Retriever, Labrador"
2023-01-18,Sparkler,Dog,"Terrier, Russell"
2023-01-18,Ida,Dog,"Australian Shepherd, Miniature"
2023-01-18,Harley,Dog,"Retriever, Labrador"
2023-01-18,June,Dog,Terrier
2023-01-18,Chenell,Dog,"Chihuahua, Short Coat"
2023-01-18,Flower,Dog,American Blue Heeler
2023-01-18,Batgirl,Dog,American Blue Heeler
2023-01-18,Rosie,Dog,Bernese Mountain Dog
2023-01-18,RUTHIE,Dog,"Terrier, Sealyham"
2023-01-18,Fanny,Dog,"Retriever, Labrador"
2023-01-18,KiKI,Dog,"Poodle, Standard"
2023-01-18,Brandy,Dog,Plott Hound
2023-01-18,Ronnie,Dog,"Retriever, Labrador"
2023-01-18,Elliott,Dog,Mix
2023-01-19,Perla,Dog,"Chihuahua, Short Coat"
2023-01-19,Kimchi,Dog,Terrier
2023-01-19,Sophie,Dog,"Retriever, Labrador"
2023-01-19,Violet,Dog,"Bulldog, French"
2023-01-19,Parker,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2023-01-19,Grizzy,Dog,Border Collie
2023-01-19,Scarlet,Dog,Belgian Malinois
2023-01-19,Daisy,Dog,Australian Cattle Dog
2023-01-19,Ruby,Dog,"Retriever, Labrador"
2023-01-20,London,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2023-01-20,Maggie,Dog,"Retriever, Golden"
2023-01-20,Bella,Dog,"Schnauzer, Standard"
2023-01-20,Rye,Dog,Mix
2023-01-20,Harper,Dog,"Spaniel, Cavalier King Charles"
2023-01-20,Zoey,Dog,Spaniel
2023-01-20,Poppy,Dog,"Schnauzer, Miniature"
2023-01-20,Lulu,Dog,Retriever
2023-01-20,Emerald,Dog,German Shepherd
2023-01-20,Agnes,Dog,"Poodle, Toy"
2023-01-20,Autumn,Dog,Australian Cattle Dog
2023-01-20,Lula,Dog,"Retriever, Labrador"
2023-01-20,Mandy,Dog,"Retriever, Labrador"
2023-01-21,Nebel,Dog,"Retriever, Labrador"
2023-01-21,Molly,Dog,"Terrier, Jack Russell"
2023-01-21,Prof. Kepler McSmartyPants Locke,Dog,"Australian Shepherd, Miniature"
2023-01-21,Maqui,Dog,"Terrier, Airedale"
2023-01-21,Agnes,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2023-01-21,LilyMae FluffyButt,Dog,Australian Shepherd
2023-01-21,Georgia,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2023-01-21,Daisy,Dog,Greyhound
2023-01-21,Dolly,Dog,Australian Cattle Dog
2023-01-21,Shasta,Dog,"Retriever, Golden"
2023-01-21,ELLIE,Dog,Australian Shepherd
2023-01-21,Darcy,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2023-01-21,Mae,Dog,"Poodle, Standard"
2023-01-21,Daisy,Dog,Australian Cattle Dog
2023-01-21,Maisie,Dog,Australian Shepherd
2023-01-21,Daisy,Dog,"Terrier, American Staffordshire"
2023-01-22,Poppy,Dog,Australian Cattle Dog
2023-01-22,Kitty,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2023-01-22,Percy,Dog,"Retriever, Labrador"
2023-01-22,Honey,Dog,Mix
2023-01-22,Yuki,Dog,Pomeranian
2023-01-22,Latte,Dog,Bernese Mountain Dog
2023-01-22,Keillor,Dog,"Retriever, Labrador"
2023-01-22,Harley,Dog,Havanese
2023-01-22,Misty,Dog,"Retriever, Labrador"
2023-01-22,Bella Luna,Dog,Pomeranian
2023-01-22,Maisie,Dog,"Retriever, Golden"
2023-01-22,Tonks,Dog,German Shepherd
2023-01-23,Biscotti,Dog,Border Collie
2023-01-23,Satchi,Dog,"Chihuahua, Short Coat"
2023-01-23,Stella,Dog,Lagotto Romagnolo
2023-01-23,Rosie,Dog,"Poodle, Miniature"
2023-01-23,Mochi,Dog,"Spaniel, Cavalier King Charles"
2023-01-23,Maggie,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2023-01-23,Josie,Dog,"Retriever, Golden"
2023-01-23,Napoli,Dog,Whippet
2023-01-23,Sitka,Dog,Great Pyrenees
2023-01-23,Winnie,Dog,Australian Shepherd
2023-01-23,Riley,Dog,"Terrier, Border"
2023-01-23,Izzy,Dog,Havanese
2023-01-23,Tiana Merryweather,Dog,"Dachshund, Miniature Smooth Haired"
2023-01-23,Allie,Dog,"Terrier, Boston"
2023-01-23,Flora,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2023-01-23,Tilly,Dog,Beagle
2023-01-23,Eve,Dog,German Shepherd
2023-01-24,Snowy,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2023-01-24,Kali,Dog,"Poodle, Miniature"
2023-01-24,Barbara,Dog,"Terrier, American Pit Bull"
2023-01-24,Buttercup,Dog,"Retriever, Golden"
2023-01-24,Canela,Dog,Basenji
2023-01-24,Schatzie,Dog,Maltese
2023-01-24,Willow,Dog,"Coonhound, Treeing Walker"
2023-01-24,Willow,Dog,Shetland Sheepdog
2023-01-24,Luna,Dog,Hound
2023-01-25,Daisy,Dog,"Chihuahua, Short Coat"
2023-01-25,Zucca,Dog,Lagotto Romagnolo
2023-01-25,Mandy,Dog,Shepherd
2023-01-25,Apple,Dog,"Chihuahua, Short Coat"
2023-01-25,Sky Net Basra,Dog,German Shepherd
2023-01-25,Paisley,Dog,Chow Chow
2023-01-26,Teddy,Dog,"Welsh Corgi, Pembroke"
2023-01-26,Maggie,Dog,"Bulldog, English"
2023-01-26,Ginger,Dog,Pomeranian
2023-01-26,Penne,Dog,"Dachshund, Miniature Smooth Haired"
2023-01-26,Hazel,Dog,Beagle
2023-01-26,Blue,Dog,"Retriever, Labrador"
2023-01-27,Bessie,Dog,Great Pyrenees
2023-01-27,Chickie,Dog,"Retriever, Labrador"
2023-01-27,Nori,Dog,Shepherd
2023-01-27,Najat,Dog,Anatolian Shepherd
2023-01-27,Monkey,Dog,"Chihuahua, Short Coat"
2023-01-27,Zadie,Dog,"Terrier, English Staffordshire"
2023-01-28,Stella Artois,Dog,"Chihuahua, Short Coat"
2023-01-28,Bernice,Dog,"Poodle, Standard"
2023-01-28,Ruby,Dog,Terrier
2023-01-28,Lanka,Dog,Border Collie
2023-01-28,Suki,Dog,Terrier
2023-01-28,Poppy,Dog,"Terrier, Jack Russell"
2023-01-28,Nattie,Dog,"Terrier, Boston"
2023-01-28,VERA,Dog,Bernese Mountain Dog
2023-01-28,Rebel,Dog,German Shepherd
2023-01-29,Angelfood Cake,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2023-01-29,Delilah,Dog,German Shepherd
2023-01-29,Cokie,Dog,German Shepherd
2023-01-29,Scout,Dog,Australian Cattle Dog
2023-01-29,Gracie,Dog,"Terrier, American Pit Bull"
2023-01-30,Pita,Dog,"Terrier, Rat"
2023-01-30,Toast,Dog,Miniature Pinscher
2023-01-30,Pinky,Dog,"Chihuahua, Short Coat"
2023-01-30,Pearl,Dog,"Spaniel, Cavalier King Charles"
2023-01-30,Cali Zion Draksford,Dog,"Terrier, American Pit Bull"
2023-01-30,April,Dog,Beagle
2023-01-30,Pepper,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2023-01-31,Sunny,Dog,German Shepherd
2023-01-31,Periwinkle,Dog,Shih Tzu
2023-01-31,Yvette,Dog,Mix
2023-01-31,Nara,Dog,Greyhound
2023-01-31,Freyja,Dog,German Shepherd
2023-01-31,Pepper,Dog,Beagle
2023-01-31,Edie,Dog,Shepherd
2023-01-31,Meizi,Dog,German Shepherd
2023-01-31,Pixel,Dog,"Terrier, American Staffordshire"
2023-01-31,Eevee,Dog,Australian Cattle Dog
2023-01-31,Rose,Dog,Australian Cattle Dog
2023-01-31,Biscuit,Dog,"Dachshund, Standard Smooth Haired"
2023-01-31,Marilyn,Dog,"Dachshund, Miniature Smooth Haired"
2023-01-31,Pepper,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2023-02-01,Xena,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2023-02-01,Olive,Dog,Australian Shepherd
2023-02-01,Stella,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2023-02-01,Arwen,Dog,German Shepherd
2023-02-01,Wilma,Dog,Beagle
2023-02-01,Zelda,Dog,"Terrier, Boston"
2023-02-01,Alta Ruth,Dog,Shih Tzu
2023-02-01,Nova,Dog,Mix
2023-02-01,Sitka,Dog,Mix
2023-02-02,Coco,Dog,Retriever
2023-02-02,Zaara,Dog,"Terrier, Pit Bull"
2023-02-02,Bailey,Dog,Mix
2023-02-02,Dawson,Dog,"Retriever, Labrador"
2023-02-03,Lulu,Dog,"Terrier, Rat"
2023-02-03,Abby,Dog,"Retriever, Golden"
2023-02-03,Kaya,Dog,"Retriever, Labrador"
2023-02-03,Evie,Dog,"Retriever, Labrador"
2023-02-03,Kira,Dog,"Retriever, Labrador"
2023-02-03,Maggie,Dog,Beagle
2023-02-03,Molly,Dog,"Terrier, Irish"
2023-02-03,Maze,Dog,Mix
2023-02-03,Starla,Dog,Pug
2023-02-03,Dolce Bella,Dog,"Chihuahua, Short Coat"
2023-02-03,Gigi,Dog,"Chihuahua, Short Coat"
2023-02-03,Fiona,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2023-02-03,Navi,Dog,"Poodle, Miniature"
2023-02-03,Llily,Dog,"Terrier, Welsh"
2023-02-03,Lily,Dog,Rottweiler
2023-02-03,Rainiera,Dog,Dalmatian
2023-02-03,Zooey,Dog,"Retriever, Golden"
2023-02-04,Frieda,Dog,"Dachshund, Miniature Long Haired"
2023-02-04,Lily,Dog,"Retriever, Golden"
2023-02-04,Ruby,Dog,Portuguese Water Dog
2023-02-04,Molly,Dog,"Chihuahua, Short Coat"
2023-02-04,Olivia,Dog,German Shepherd
2023-02-04,Penny,Dog,"Retriever, Labrador"
2023-02-04,Poppy,Dog,"Retriever, Labrador"
2023-02-04,Freya,Dog,Australian Shepherd
2023-02-04,Willow,Dog,Terrier
2023-02-04,Gracie,Dog,Lhasa Apso
2023-02-04,Kita,Dog,"Cur, Black-Mouth"
2023-02-04,Ophelia,Dog,Shih Tzu
2023-02-04,Scout,Dog,"Retriever, Labrador"
2023-02-04,Harper,Dog,"Retriever, Labrador"
2023-02-04,Honey,Dog,"Terrier, American Pit Bull"
2023-02-04,Annika Frances Bow,Dog,Shih Tzu
2023-02-04,Whitney,Dog,Pointer
2023-02-04,Birdie,Dog,"Retriever, Labrador"
2023-02-04,Mei Mei,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2023-02-04,Jadzia Dax,Dog,Doberman Pinscher
2023-02-04,Maple,Dog,"Retriever, Labrador"
2023-02-04,Sam,Dog,"Retriever, Labrador"
2023-02-04,Bella,Dog,Shih Tzu
2023-02-04,Doodlebug,Dog,Shih Tzu
2023-02-05,Yara,Dog,"Poodle, Miniature"
2023-02-05,Penny,Dog,"Retriever, Labrador"
2023-02-05,Sky,Dog,Siberian Husky
2023-02-05,Quest,Dog,"Retriever, Labrador"
2023-02-05,Edith,Dog,"Chihuahua, Short Coat"
2023-02-05,Lido,Dog,"Terrier, Cairn"
2023-02-05,Lily,Dog,"Poodle, Standard"
2023-02-05,Izzy,Dog,"Chihuahua, Short Coat"
2023-02-05,Quin,Dog,Shepherd
2023-02-05,TINKA,Dog,Retriever
2023-02-05,Daphne,Dog,Pug
2023-02-05,Heidi,Dog,Pekingese
2023-02-05,Dorothy Agnes,Dog,"Pointer, German Shorthaired"
2023-02-05,Lucy,Dog,Border Collie
2023-02-05,Rice Ball,Dog,"Terrier, American Pit Bull"
2023-02-05,Mabel Klagg,Dog,"Bulldog, French"
2023-02-05,Ginger,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2023-02-05,Luna,Dog,"Retriever, Labrador"
2023-02-05,Willow,Dog,"Terrier, Tibetan"
2023-02-06,Lady,Dog,Retriever
2023-02-06,Ellie,Dog,"Retriever, Labrador"
2023-02-06,Juno,Dog,"Retriever, Golden"
2023-02-06,Vivie,Dog,"Chihuahua, Short Coat"
2023-02-06,Georgia Stella,Dog,"Australian Shepherd, Miniature"
2023-02-06,Kisi,Dog,"Retriever, Nova Scotia Duck Tolling"
2023-02-06,Tallulah,Dog,"Coonhound, Black and Tan"
2023-02-06,Zoey,Dog,Boxer
2023-02-06,Liza,Dog,"Bulldog, French"
2023-02-06,Cookie,Dog,Maltese
2023-02-06,Dori,Dog,"Retriever, Labrador"
2023-02-06,Scruffy,Dog,Terrier
2023-02-06,Angie,Dog,"Chihuahua, Short Coat"
2023-02-07,Lizzie,Dog,"Terrier, American Staffordshire"
2023-02-07,Elsa,Dog,"Terrier, English Staffordshire"
2023-02-07,Claire,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2023-02-07,Scarlet,Dog,Xoloitzcuintli
2023-02-07,Biscuit,Dog,"Poodle, Miniature"
2023-02-07,Luna,Dog,"Retriever, Labrador"
2023-02-07,Ashlyn,Dog,"Schnauzer, Giant"
2023-02-07,Sedona,Dog,"Australian Shepherd, Miniature"
2023-02-07,Ivy,Dog,"Chihuahua, Short Coat"
2023-02-07,Alyzée,Dog,"Collie, Rough"
2023-02-07,Karma,Dog,German Shepherd
2023-02-07,Bella,Dog,Italian Greyhound
2023-02-07,Bean,Dog,Terrier
2023-02-07,Juniper,Dog,Border Collie
2023-02-07,Judy,Dog,Mix
2023-02-08,Maggie,Dog,"Terrier, Cairn"
2023-02-08,Evelyn,Dog,Belgian Malinois
2023-02-08,Lulu,Dog,Terrier
2023-02-08,Angie,Dog,Pointer
2023-02-08,Sable,Dog,"Poodle, Miniature"
2023-02-08,Pinki,Dog,"Terrier, Boston"
2023-02-08,Tonks,Dog,Terrier
2023-02-08,Ada,Dog,Doberman Pinscher
2023-02-08,Luci,Dog,"Retriever, Labrador"
2023-02-08,Chula,Dog,"Chihuahua, Short Coat"
2023-02-08,Tahoe Marie Adams-White,Dog,"Chihuahua, Short Coat"
2023-02-08,Treasure Lee Adams-White,Dog,"Chihuahua, Short Coat"
2023-02-08,Dama Elise White,Dog,"Dachshund, Miniature Smooth Haired"
2023-02-08,Mala,Dog,"Retriever, Labrador"
2023-02-08,Koa,Dog,Dutch Shepherd
2023-02-08,Missy,Dog,Shih Tzu
2023-02-08,Charley,Dog,"Terrier, Cairn"
2023-02-08,Nori,Dog,"Chihuahua, Short Coat"
2023-02-08,Miss Moneypenny,Dog,"Chihuahua, Short Coat"
2023-02-08,Molly,Dog,"Terrier, Staffordshire Bull"
2023-02-08,Maizy,Dog,"Spaniel, Cavalier King Charles"
2023-02-08,Aja,Dog,"Terrier, American Staffordshire"
2023-02-09,Panda,Dog,"Australian Shepherd, Miniature"
2023-02-09,Ruby,Dog,Anatolian Shepherd
2023-02-09,Lia,Dog,Australian Shepherd
2023-02-09,Goldie,Dog,"Schnauzer, Miniature"
2023-02-09,Izzy,Dog,"Chihuahua, Short Coat"
2023-02-09,Lakka,Dog,Norwegian Buhund
2023-02-09,Kushka,Dog,"Terrier, American Pit Bull"
2023-02-09,Lady,Dog,German Shepherd
2023-02-09,Roo Nunn,Dog,"Retriever, Golden"
2023-02-09,Chula,Dog,"Retriever, Chesapeake Bay"
2023-02-10,"Agnes ""Aggie"" Snowball Pineapple Clark",Dog,"Retriever, Labrador"
2023-02-10,Alice,Dog,"Retriever, Golden"
2023-02-10,Winnie,Dog,"Poodle, Standard"
2023-02-10,Baby Girl,Dog,"Terrier, American Pit Bull"
2023-02-10,Tink,Dog,Terrier
2023-02-10,Sassy,Dog,"Terrier, Cairn"
2023-02-10,Chloe,Dog,"Spaniel, American Cocker"
2023-02-10,Georgia,Dog,"Poodle, Standard"
2023-02-11,Josie Dore,Dog,Pointer
2023-02-11,Freya,Dog,Catahoula Leopard dog
2023-02-11,Addy,Dog,Retriever
2023-02-11,Heleanor,Dog,"Poodle, Miniature"
2023-02-11,Luna,Dog,Weimaraner
2023-02-11,Piper,Dog,"Poodle, Standard"
2023-02-11,Shadow,Dog,Havanese
2023-02-11,Hazel,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2023-02-11,Iris,Dog,Havanese
2023-02-12,Pepper,Dog,Terrier
2023-02-12,La'imi,Dog,"Retriever, Labrador"
2023-02-12,Stella,Dog,Basset Hound
2023-02-12,Imma,Dog,"Retriever, Labrador"
2023-02-12,Rylee,Dog,"Retriever, Labrador"
2023-02-12,Luna,Dog,"Poodle, Standard"
2023-02-12,Mavis,Dog,Dalmatian
2023-02-12,Juniper,Dog,"Chihuahua, Long Coat"
2023-02-12,Kaylee,Dog,English Shepherd
2023-02-12,June,Dog,"Retriever, Golden"
2023-02-12,Nutella,Dog,"Retriever, Labrador"
2023-02-12,Coco,Dog,"Dachshund, Miniature Long Haired"
2023-02-12,Winry,Dog,Bichon Frise
2023-02-13,Kona,Dog,"Retriever, Labrador"
2023-02-13,Shasta,Dog,Retriever
2023-02-13,Paopao,Dog,"Welsh Corgi, Pembroke"
2023-02-13,Mabel,Dog,Australian Shepherd
2023-02-13,Bailey,Dog,"Poodle, Standard"
2023-02-13,Poppy,Dog,"Terrier, Rat"
2023-02-13,Lucia,Dog,American Eskimo
2023-02-13,Stella,Dog,Maltese
2023-02-13,Phoebe,Dog,"Chihuahua, Short Coat"
2023-02-13,Scarlett,Dog,"Vizsla, Smooth Haired"
2023-02-13,Lady,Dog,Great Pyrenees
2023-02-13,Millie,Dog,"Spaniel, English Springer"
2023-02-13,Hannah,Dog,Retriever
2023-02-13,Rory,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2023-02-13,Charlie,Dog,"Retriever, Labrador"
2023-02-14,Vixie,Dog,Shiba Inu
2023-02-14,Lexie,Dog,"Retriever, Labrador"
2023-02-14,Dory,Dog,"Chihuahua, Short Coat"
2023-02-14,Doja,Dog,"Chihuahua, Short Coat"
2023-02-14,Lucy,Dog,"Retriever, Labrador"
2023-02-14,Willow Eilonwy,Dog,"Dachshund, Miniature Smooth Haired"
2023-02-14,Poppy,Dog,"Chihuahua, Short Coat"
2023-02-14,Emmylou Spot El Camino,Dog,Australian Cattle Dog
2023-02-14,Kona,Dog,German Shepherd
2023-02-14,Ember Rose,Dog,Plott Hound
2023-02-14,Yuki,Dog,Shiba Inu
2023-02-15,Georgia,Dog,"Retriever, Labrador"
2023-02-15,Summit,Dog,Boxer
2023-02-15,Clover,Dog,"Welsh Corgi, Pembroke"
2023-02-15,Murphy,Dog,Bloodhound
2023-02-15,Sophia,Dog,"Poodle, Miniature"
2023-02-15,Kia,Dog,Maltese
2023-02-15,Gracie,Dog,Shih Tzu
2023-02-15,Luna,Dog,Korean Jindo
2023-02-16,Ele,Dog,Bulldog
2023-02-16,Amie,Dog,Belgian Malinois
2023-02-17,Mia,Dog,Australian Shepherd
2023-02-17,Rosie,Dog,"Terrier, American Staffordshire"
2023-02-17,Lily,Dog,Bichon Frise
2023-02-17,Isabella,Dog,"Schnauzer, Miniature"
2023-02-17,Molly,Dog,Abruzzese Mastiff
2023-02-17,Mira,Dog,German Shepherd
2023-02-18,Coco,Dog,Old English Sheepdog
2023-02-18,Cooper,Dog,Havanese
2023-02-18,Rosie Poptart,Dog,Great Pyrenees
2023-02-18,Zoe,Dog,"Bulldog, French"
2023-02-18,Mabel,Dog,Terrier
2023-02-18,Haiku Indie,Dog,Belgian Malinois
2023-02-18,Digit,Dog,"Retriever, Labrador"
2023-02-18,Sasha,Dog,German Shepherd
2023-02-18,Winnie,Dog,"Spaniel, English Springer"
2023-02-18,Zelda,Dog,Pomeranian
2023-02-18,Mabel,Dog,"Poodle, Standard"
2023-02-18,Bella,Dog,"Retriever, Labrador"
2023-02-19,Zefram,Dog,Australian Shepherd
2023-02-19,Molly,Dog,"Retriever, Labrador"
2023-02-19,Violet,Dog,Border Collie
2023-02-19,Cheddar,Dog,Border Collie
2023-02-19,Zola,Dog,"Poodle, Standard"
2023-02-19,Autumn,Dog,"Retriever, Golden"
2023-02-19,Holly,Dog,"Retriever, Labrador"
2023-02-19,Puma,Dog,"Terrier, Staffordshire Bull"
2023-02-19,Barley,Dog,Terrier
2023-02-19,Jinx,Dog,Border Collie
2023-02-20,Rosa,Dog,German Shepherd
2023-02-20,Luna,Dog,Mix
2023-02-20,Kaysie,Dog,Siberian Husky
2023-02-20,Poppy Marie Rinde,Dog,"Spaniel, English Springer"
2023-02-20,Maya,Dog,"Terrier, American Pit Bull"
2023-02-20,Tosca,Dog,German Shepherd
2023-02-21,Bailey,Dog,Australian Cattle Dog
2023-02-21,Aspen,Dog,"Retriever, Golden"
2023-02-21,Ruby,Dog,"Retriever, Golden"
2023-02-21,Magnolia,Dog,German Shepherd
2023-02-21,Ella,Dog,"Spaniel, American Cocker"
2023-02-21,Lana,Dog,"Collie, Smooth"
2023-02-21,Sammy,Dog,"Retriever, Labrador"
2023-02-21,Estee,Dog,"Retriever, Labrador"
2023-02-21,Jet,Dog,"Chihuahua, Short Coat"
2023-02-21,Rusty,Dog,Pug
2023-02-22,Frances,Dog,"Poodle, Miniature"
2023-02-22,Abbey,Dog,Terrier
2023-02-22,Mia,Dog,"Retriever, Labrador"
2023-02-22,Mochi,Dog,Shiba Inu
2023-02-22,Pippa,Dog,"Welsh Corgi, Pembroke"
2023-02-22,Ruby,Dog,"Australian Shepherd, Miniature"
2023-02-22,Bailey,Dog,"Retriever, Golden"
2023-02-22,Lollipop,Dog,Mix
2023-02-22,Scout,Dog,"Terrier, Border"
2023-02-22,Reina,Dog,"Retriever, Labrador"
2023-02-22,Willa,Dog,"Retriever, Labrador"
2023-02-22,Zoey,Dog,"Poodle, Miniature"
2023-02-22,Charlotte,Dog,Basset Hound
2023-02-22,Nutmeg,Dog,"Vizsla, Smooth Haired"
2023-02-22,Layla,Dog,Australian Shepherd
2023-02-22,Annabelle,Dog,"Chihuahua, Short Coat"
2023-02-22,Nala,Dog,German Shepherd
2023-02-22,Annie,Dog,"Retriever, Labrador"
2023-02-22,Stanzie,Dog,"Retriever, Golden"
2023-02-22,Reina,Dog,Mix
2023-02-22,Luna,Dog,Alaskan Husky
2023-02-23,Cammie,Dog,Beagle
2023-02-23,Kiera,Dog,Greyhound
2023-02-23,Dreya,Dog,Belgian Malinois
2023-02-23,Melly,Dog,"Retriever, Labrador"
2023-02-23,Bagels,Dog,"Retriever, Labrador"
2023-02-23,Bear,Dog,Mix
2023-02-23,Kaylie,Dog,"Retriever, Labrador"
2023-02-23,Ada Lovelace,Dog,"Dachshund, Standard Smooth Haired"
2023-02-23,Piper,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2023-02-23,Cinnamon (Cee Cee),Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
